staleness_cap_days,mean_daily_price,mean_coverage_rate,mean_valid_stations,mean_staleness_days,max_staleness_days,daily_observations
3,182.25127111623678,0.5861248721394332,400.3232876712329,0.8962094685906167,3,365
7,182.21016341102694,0.7204637076555888,492.07671232876714,1.7040475637667314,7,365
14,181.90159145798228,0.7896628492348421,539.3397260273972,2.407940633653749,14,365
